t,eta
1466.8,1.2259
1466.9,1.1964
1467,1.1447
1467.1,1.0842
1467.2,1.0094
1467.3,0.90776
1467.4,0.79047
1467.5,0.66866
1467.6,0.5349
1467.7,0.39324
1467.8,0.24513
1467.9,0.082672
1468,-0.10338
1468.1,-0.29571
1468.2,-0.44606
1468.3,-0.54818
1468.4,-0.61425
1468.5,-0.66429
1468.6,-0.73004
1468.7,-0.81879
1468.8,-0.88997
1468.9,-0.93327
1469,-0.95635
1469.1,-0.98499
1469.2,-1.0312
1469.3,-1.0885
1469.4,-1.1395
1469.5,-1.1944
1469.6,-1.2586
1469.7,-1.3344
1469.8,-1.4164
1469.9,-1.4708
1470,-1.512
1470.1,-1.5366
1470.2,-1.546
1470.3,-1.5084
1470.4,-1.4213
1470.5,-1.2873
1470.6,-1.1141
1470.7,-0.90118
1470.8,-0.685
1470.9,-0.47576
1471,-0.29389
1471.1,-0.14236
1471.2,0.0059886
1471.3,0.16309
1471.4,0.36351
1471.5,0.58457
1471.6,0.82179
1471.7,1.0542
1471.8,1.248
1471.9,1.4224
1472,1.5689
1472.1,1.6813
1472.2,1.7548
1472.3,1.8105
1472.4,1.8555
1472.5,1.8751
1472.6,1.8553
1472.7,1.8027
1472.8,1.7162
1472.9,1.6002
1473,1.4708
1473.1,1.3326
1473.2,1.1632
1473.3,0.97075
1473.4,0.77817
1473.5,0.58139
1473.6,0.37897
1473.7,0.16766
1473.8,-0.053434
1473.9,-0.28223
1474,-0.51057
1474.1,-0.72243
1474.2,-0.89824
1474.3,-1.041
1474.4,-1.1624
1474.5,-1.2532
1474.6,-1.3101
1474.7,-1.3546
1474.8,-1.4005
1474.9,-1.4244
1475,-1.4306
1475.1,-1.4091
1475.2,-1.3795
1475.3,-1.3663
1475.4,-1.3633
1475.5,-1.3577
1475.6,-1.3564
1475.7,-1.3266
1475.8,-1.2525
1475.9,-1.1617
1476,-1.0585
1476.1,-0.92572
1476.2,-0.75891
1476.3,-0.57413
1476.4,-0.38045
1476.5,-0.18752
1476.6,-0.015924
1476.7,0.12672
1476.8,0.25861
1476.9,0.39522
1477,0.53028
1477.1,0.66239
1477.2,0.80175
1477.3,0.94759
1477.4,1.1047
1477.5,1.2471
1477.6,1.361
1477.7,1.4324
1477.8,1.4627
1477.9,1.4677
1478,1.4739
1478.1,1.4703
1478.2,1.4657
1478.3,1.4607
1478.4,1.4361
1478.5,1.3943
1478.6,1.3407
1478.7,1.2867
1478.8,1.2087
1478.9,1.1163
1479,1.0013
1479.1,0.85984
1479.2,0.71724
1479.3,0.55561
1479.4,0.37963
1479.5,0.19468
1479.6,0.022787
1479.7,-0.12279
1479.8,-0.25596
1479.9,-0.38016
1480,-0.50201
1480.1,-0.62754
1480.2,-0.74795
1480.3,-0.85353
1480.4,-0.96578
1480.5,-1.082
1480.6,-1.1857
1480.7,-1.2902
1480.8,-1.38
1480.9,-1.4374
1481,-1.446
1481.1,-1.4281
1481.2,-1.3948
1481.3,-1.3673
1481.4,-1.3258
1481.5,-1.2688
1481.6,-1.1868
1481.7,-1.0681
1481.8,-0.95055
1481.9,-0.84134
1482,-0.73028
1482.1,-0.63071
1482.2,-0.55743
1482.3,-0.48418
1482.4,-0.40777
1482.5,-0.34929
1482.6,-0.29026
1482.7,-0.20171
1482.8,-0.12061
1482.9,-0.038626
1483,0.039699
1483.1,0.10218
1483.2,0.15529
1483.3,0.21265
1483.4,0.27049
1483.5,0.33295
1483.6,0.39482
1483.7,0.45522
1483.8,0.53295
1483.9,0.63044
1484,0.74074
1484.1,0.84125
1484.2,0.94465
1484.3,1.0632
1484.4,1.1797
1484.5,1.2824
1484.6,1.3616
1484.7,1.4055
1484.8,1.424
1484.9,1.4301
1485,1.3914
1485.1,1.3019
1485.2,1.1755
1485.3,1.0295
1485.4,0.8763
1485.5,0.71935
1485.6,0.55052
1485.7,0.39576
1485.8,0.2565
1485.9,0.10261
1486,-0.057018
1486.1,-0.20621
1486.2,-0.32015
1486.3,-0.38661
1486.4,-0.41866
1486.5,-0.4478
1486.6,-0.46787
1486.7,-0.48888
1486.8,-0.51302
1486.9,-0.53541
1487,-0.54414
1487.1,-0.53709
1487.2,-0.53562
1487.3,-0.53442
1487.4,-0.53304
1487.5,-0.52588
1487.6,-0.50435
1487.7,-0.4685
1487.8,-0.41751
1487.9,-0.37763
1488,-0.3523
1488.1,-0.32749
1488.2,-0.31011
1488.3,-0.2899
1488.4,-0.27559
1488.5,-0.27372
1488.6,-0.27326
1488.7,-0.2578
1488.8,-0.2478
1488.9,-0.25415
1489,-0.27011
1489.1,-0.2899
1489.2,-0.31748
1489.3,-0.35277
1489.4,-0.39485
1489.5,-0.45874
1489.6,-0.51626
1489.7,-0.55528
1489.8,-0.57461
1489.9,-0.59055
1490,-0.61534
1490.1,-0.63019
1490.2,-0.6441
1490.3,-0.63104
1490.4,-0.59547
1490.5,-0.54008
1490.6,-0.45096
1490.7,-0.33685
1490.8,-0.20922
1490.9,-0.092288
1491,-0.0030747
1491.1,0.083012
1491.2,0.16138
1491.3,0.2497
1491.4,0.36503
1491.5,0.48345
1491.6,0.61363
1491.7,0.73695
1491.8,0.8362
1491.9,0.9138
1492,0.96995
1492.1,1.0095
1492.2,1.0307
1492.3,1.0536
1492.4,1.0681
1492.5,1.0784
1492.6,1.0869
1492.7,1.0885
1492.8,1.0761
1492.9,1.0435
1493,1
1493.1,0.94083
1493.2,0.87617
1493.3,0.80804
1493.4,0.70113
1493.5,0.58481
1493.6,0.50624
1493.7,0.43349
1493.8,0.34523
1493.9,0.24282
1494,0.1633
1494.1,0.10413
1494.2,0.053301
1494.3,-0.004121
1494.4,-0.064665
1494.5,-0.13198
1494.6,-0.20879
1494.7,-0.28161
1494.8,-0.34627
1494.9,-0.41246
1495,-0.49206
1495.1,-0.60485
1495.2,-0.7404
1495.3,-0.86353
1495.4,-0.95722
1495.5,-1.0044
1495.6,-1.0139
1495.7,-0.99534
1495.8,-0.98084
1495.9,-0.96568
1496,-0.94465
1496.1,-0.92669
1496.2,-0.90665
1496.3,-0.88879
1496.4,-0.87493
1496.5,-0.87136
1496.6,-0.87152
1496.7,-0.87175
1496.8,-0.87837
1496.9,-0.89464
1497,-0.92021
1497.1,-0.92288
1497.2,-0.90694
1497.3,-0.8762
1497.4,-0.84238
1497.5,-0.8072
1497.6,-0.74313
1497.7,-0.66518
1497.8,-0.60822
1497.9,-0.54243
1498,-0.46052
1498.1,-0.36469
1498.2,-0.22883
1498.3,-0.063327
1498.4,0.11752
1498.5,0.32027
1498.6,0.52647
1498.7,0.72716
1498.8,0.92452
1498.9,1.1307
1499,1.3194
1499.1,1.4964
1499.2,1.6399
1499.3,1.7424
1499.4,1.811
1499.5,1.8507
1499.6,1.8728
1499.7,1.8864
1499.8,1.8837
1499.9,1.8671
1500,1.8381
1500.1,1.7839
1500.2,1.6967
1500.3,1.5895
1500.4,1.4541
1500.5,1.2883
1500.6,1.1125
1500.7,0.94995
1500.8,0.82323
1500.9,0.69797
1501,0.54972
1501.1,0.38479
1501.2,0.22821
1501.3,0.075432
1501.4,-0.066813
1501.5,-0.19285
1501.6,-0.33549
1501.7,-0.48455
1501.8,-0.63776
1501.9,-0.80103
1502,-0.97707
1502.1,-1.1666
1502.2,-1.3436
1502.3,-1.5086
1502.4,-1.6607
1502.5,-1.7709
1502.6,-1.8625
1502.7,-1.9436
1502.8,-2.0032
1502.9,-2.017
1503,-1.9975
1503.1,-1.9436
1503.2,-1.878
1503.3,-1.794
1503.4,-1.6713
1503.5,-1.5219
1503.6,-1.3549
1503.7,-1.1729
1503.8,-0.98236
1503.9,-0.80183
1504,-0.64572
1504.1,-0.5101
1504.2,-0.39541
1504.3,-0.26732
1504.4,-0.14528
1504.5,-0.051721
1504.6,0.031352
1504.7,0.092967
1504.8,0.14348
1504.9,0.19316
1505,0.28655
1505.1,0.42485
1505.2,0.59626
1505.3,0.78607
1505.4,0.99764
1505.5,1.1953
1505.6,1.3765
1505.7,1.5223
1505.8,1.6173
1505.9,1.6601
1506,1.6678
1506.1,1.6466
1506.2,1.6167
1506.3,1.5678
1506.4,1.4939
1506.5,1.4102
1506.6,1.3047
1506.7,1.1797
1506.8,1.0533
1506.9,0.94358
1507,0.83223
1507.1,0.72281
1507.2,0.62875
1507.3,0.53539
1507.4,0.41703
1507.5,0.29066
1507.6,0.18149
1507.7,0.09051
1507.8,0.021812
1507.9,-0.043949
1508,-0.11822
1508.1,-0.21961
1508.2,-0.32627
1508.3,-0.40994
1508.4,-0.47676
1508.5,-0.5318
1508.6,-0.59108
1508.7,-0.6601
1508.8,-0.73602
1508.9,-0.80079
1509,-0.84612
1509.1,-0.86798
1509.2,-0.86777
1509.3,-0.84709
1509.4,-0.81531
1509.5,-0.7709
1509.6,-0.72938
1509.7,-0.69415
1509.8,-0.65262
1509.9,-0.62203
1510,-0.62287
1510.1,-0.62796
1510.2,-0.62666
1510.3,-0.60652
1510.4,-0.58288
1510.5,-0.56547
1510.6,-0.5383
1510.7,-0.52035
1510.8,-0.5221
1510.9,-0.53417
1511,-0.54226
1511.1,-0.5241
1511.2,-0.48743
1511.3,-0.44126
1511.4,-0.36791
1511.5,-0.27264
1511.6,-0.15693
1511.7,-0.012522
1511.8,0.14957
1511.9,0.30563
1512,0.43688
1512.1,0.56626
1512.2,0.7014
1512.3,0.83913
1512.4,0.95875
1512.5,1.0481
1512.6,1.1025
1512.7,1.1254
1512.8,1.1336
1512.9,1.1182
1513,1.0781
1513.1,1.0137
1513.2,0.90239
1513.3,0.7904
1513.4,0.70016
1513.5,0.61788
1513.6,0.53818
1513.7,0.44862
1513.8,0.34595
1513.9,0.25311
1514,0.16072
1514.1,0.060074
1514.2,-0.056079
1514.3,-0.17439
1514.4,-0.29482
1514.5,-0.40181
1514.6,-0.48058
1514.7,-0.52892
1514.8,-0.55979
1514.9,-0.58293
1515,-0.6046
1515.1,-0.63124
1515.2,-0.65345
1515.3,-0.66264
1515.4,-0.6594
1515.5,-0.6495
1515.6,-0.63077
1515.7,-0.60824
1515.8,-0.60199
1515.9,-0.59458
1516,-0.57256
1516.1,-0.52681
1516.2,-0.45024
1516.3,-0.36644
1516.4,-0.28872
1516.5,-0.20272
1516.6,-0.10883
1516.7,-0.023256
1516.8,0.041525
1516.9,0.090485
1517,0.1336
1517.1,0.18193
1517.2,0.2247
1517.3,0.25217
1517.4,0.27272
1517.5,0.2996
1517.6,0.32353
1517.7,0.32241
1517.8,0.28972
1517.9,0.26453
1518,0.25022
1518.1,0.22774
1518.2,0.20185
1518.3,0.18332
1518.4,0.18726
1518.5,0.2248
1518.6,0.28606
1518.7,0.33495
1518.8,0.36523
1518.9,0.38603
1519,0.40265
1519.1,0.40897
1519.2,0.40119
1519.3,0.36777
1519.4,0.31265
1519.5,0.25883
1519.6,0.21766
1519.7,0.16701
1519.8,0.11807
1519.9,0.086579
1520,0.046546
1520.1,0.015579
1520.2,0.028536
1520.3,0.062614
1520.4,0.10069
1520.5,0.14031
1520.6,0.16425
1520.7,0.16787
1520.8,0.17973
1520.9,0.20247
1521,0.20869
1521.1,0.19825
1521.2,0.16031
1521.3,0.11132
1521.4,0.063924
1521.5,0.0043221
1521.6,-0.065692
1521.7,-0.15732
1521.8,-0.25643
1521.9,-0.36106
1522,-0.44358
1522.1,-0.50429
1522.2,-0.54222
1522.3,-0.56947
1522.4,-0.59038
1522.5,-0.61131
1522.6,-0.64537
1522.7,-0.69685
1522.8,-0.74896
1522.9,-0.79788
1523,-0.8209
1523.1,-0.8239
1523.2,-0.82802
1523.3,-0.85538
1523.4,-0.88683
1523.5,-0.88429
1523.6,-0.8446
1523.7,-0.79023
1523.8,-0.70675
1523.9,-0.59936
1524,-0.48551
1524.1,-0.35685
1524.2,-0.19658
1524.3,-0.021876
1524.4,0.15822
1524.5,0.3336
1524.6,0.49942
1524.7,0.64537
1524.8,0.75411
1524.9,0.83234
1525,0.8706
1525.1,0.90854
1525.2,0.94274
1525.3,0.96113
1525.4,0.96637
1525.5,0.96237
1525.6,0.9556
1525.7,0.96312
1525.8,0.97357
1525.9,1.0061
1526,1.0461
1526.1,1.0624
1526.2,1.0481
1526.3,1.0153
1526.4,0.97746
1526.5,0.93712
1526.6,0.8746
1526.7,0.78988
1526.8,0.69201
1526.9,0.59967
1527,0.4981
1527.1,0.39107
1527.2,0.27412
1527.3,0.16037
1527.4,0.054062
1527.5,-0.052761
1527.6,-0.16672
1527.7,-0.29245
1527.8,-0.41639
1527.9,-0.52265
1528,-0.61238
1528.1,-0.6856
1528.2,-0.76381
1528.3,-0.84288
1528.4,-0.92815
1528.5,-1.0134
1528.6,-1.086
1528.7,-1.1624
1528.8,-1.2228
1528.9,-1.2616
1529,-1.2905
1529.1,-1.2996
1529.2,-1.2885
1529.3,-1.2789
1529.4,-1.2754
1529.5,-1.2358
1529.6,-1.1776
1529.7,-1.1014
1529.8,-1.0132
1529.9,-0.89688
1530,-0.76467
1530.1,-0.62215
1530.2,-0.49316
1530.3,-0.39776
1530.4,-0.30968
1530.5,-0.21258
1530.6,-0.10137
1530.7,0.016789
1530.8,0.13206
1530.9,0.24946
1531,0.35361
1531.1,0.46186
1531.2,0.57757
1531.3,0.67548
1531.4,0.77542
1531.5,0.88792
1531.6,1.0072
1531.7,1.1275
1531.8,1.2313
1531.9,1.3263
1532,1.395
1532.1,1.4545
1532.2,1.4923
1532.3,1.5099
1532.4,1.4768
1532.5,1.4171
1532.6,1.3653
1532.7,1.3191
1532.8,1.2724
1532.9,1.1964
1533,1.0795
1533.1,0.92293
1533.2,0.74116
1533.3,0.56559
1533.4,0.39905
1533.5,0.25576
1533.6,0.1365
1533.7,0.017275
1533.8,-0.075741
1533.9,-0.14547
1534,-0.21907
1534.1,-0.30553
1534.2,-0.38218
1534.3,-0.44283
1534.4,-0.51001
1534.5,-0.60253
1534.6,-0.71201
1534.7,-0.82447
1534.8,-0.92788
1534.9,-1.016
1535,-1.1086
1535.1,-1.1852
1535.2,-1.237
1535.3,-1.2744
1535.4,-1.3034
1535.5,-1.3192
1535.6,-1.3052
1535.7,-1.2515
1535.8,-1.1839
1535.9,-1.1127
1536,-1.0407
1536.1,-0.95303
1536.2,-0.85511
1536.3,-0.73421
1536.4,-0.59214
1536.5,-0.42872
1536.6,-0.27731
1536.7,-0.14224
1536.8,-0.013629
1536.9,0.10102
1537,0.19394
1537.1,0.28549
1537.2,0.37005
1537.3,0.43339
1537.4,0.48561
1537.5,0.52724
1537.6,0.5486
1537.7,0.54982
1537.8,0.53307
1537.9,0.51638
1538,0.48577
1538.1,0.44004
1538.2,0.3929
1538.3,0.35387
1538.4,0.33283
1538.5,0.34123
1538.6,0.37195
1538.7,0.4121
1538.8,0.47702
1538.9,0.55511
1539,0.62929
1539.1,0.69067
1539.2,0.7316
1539.3,0.73488
1539.4,0.71797
1539.5,0.70355
1539.6,0.69641
1539.7,0.69472
1539.8,0.6702
1539.9,0.63338
1540,0.57404
1540.1,0.49211
1540.2,0.38942
1540.3,0.27283
1540.4,0.13769
1540.5,-0.0050934
1540.6,-0.12783
1540.7,-0.23991
1540.8,-0.34551
1540.9,-0.46665
1541,-0.58369
1541.1,-0.65759
1541.2,-0.67549
1541.3,-0.63544
1541.4,-0.55969
1541.5,-0.47094
1541.6,-0.37945
1541.7,-0.28
1541.8,-0.18142
1541.9,-0.07831
1542,0.0073428
1542.1,0.052653
1542.2,0.058307
1542.3,0.034764
1542.4,-0.017758
1542.5,-0.07562
1542.6,-0.11566
1542.7,-0.14894
1542.8,-0.1649
1542.9,-0.18929
1543,-0.2075
1543.1,-0.2111
1543.2,-0.20394
1543.3,-0.21918
1543.4,-0.255
1543.5,-0.30077
1543.6,-0.33044
1543.7,-0.34153
1543.8,-0.35303
1543.9,-0.36517
1544,-0.3712
1544.1,-0.35906
1544.2,-0.34366
1544.3,-0.33125
1544.4,-0.32334
1544.5,-0.31798
1544.6,-0.31623
1544.7,-0.30059
1544.8,-0.28762
1544.9,-0.27988
1545,-0.26137
1545.1,-0.24456
1545.2,-0.21975
1545.3,-0.19228
1545.4,-0.16588
1545.5,-0.12254
1545.6,-0.055384
1545.7,0.017933
1545.8,0.07252
1545.9,0.11149
1546,0.16727
1546.1,0.24895
1546.2,0.33129
1546.3,0.39715
1546.4,0.46983
1546.5,0.56183
1546.6,0.6598
1546.7,0.76125
1546.8,0.86982
1546.9,0.96304
1547,1.0408
1547.1,1.0926
1547.2,1.1065
1547.3,1.111
1547.4,1.0989
1547.5,1.0562
1547.6,0.98808
1547.7,0.904
1547.8,0.79389
1547.9,0.68249
1548,0.58153
1548.1,0.45653
1548.2,0.31248
1548.3,0.17877
1548.4,0.0497
1548.5,-0.090533
1548.6,-0.25285
1548.7,-0.42268
1548.8,-0.5906
1548.9,-0.75081
1549,-0.89305
1549.1,-0.99983
1549.2,-1.067
1549.3,-1.0977
1549.4,-1.1063
1549.5,-1.0951
1549.6,-1.0476
1549.7,-0.97173
1549.8,-0.87978
1549.9,-0.79055
1550,-0.71333
1550.1,-0.65225
1550.2,-0.61794
1550.3,-0.59868
1550.4,-0.5695
1550.5,-0.54274
1550.6,-0.51557
1550.7,-0.47965
1550.8,-0.44808
1550.9,-0.41409
1551,-0.37648
1551.1,-0.33243
1551.2,-0.28121
1551.3,-0.22972
1551.4,-0.17012
1551.5,-0.10023
1551.6,-0.030433
1551.7,0.050192
1551.8,0.13487
1551.9,0.22829
1552,0.3255
1552.1,0.43067
1552.2,0.54201
1552.3,0.63753
1552.4,0.70738
1552.5,0.78094
1552.6,0.83923
1552.7,0.88384
1552.8,0.91964
1552.9,0.94891
1553,0.95485
1553.1,0.94643
1553.2,0.92148
1553.3,0.88407
1553.4,0.83359
1553.5,0.74568
1553.6,0.63406
1553.7,0.51034
1553.8,0.38298
1553.9,0.23785
1554,0.06593
1554.1,-0.12156
1554.2,-0.30157
1554.3,-0.45834
1554.4,-0.58346
1554.5,-0.69158
1554.6,-0.79061
1554.7,-0.85983
1554.8,-0.89962
1554.9,-0.8945
1555,-0.86855
1555.1,-0.80883
1555.2,-0.72165
1555.3,-0.62162
1555.4,-0.48938
1555.5,-0.32591
1555.6,-0.17927
1555.7,-0.028779
1555.8,0.13003
1555.9,0.27065
1556,0.40508
1556.1,0.51394
1556.2,0.6068
1556.3,0.68404
1556.4,0.73781
1556.5,0.79441
1556.6,0.85731
1556.7,0.90924
1556.8,0.92254
1556.9,0.92836
1557,0.93096
1557.1,0.88559
1557.2,0.81334
1557.3,0.73232
1557.4,0.6217
1557.5,0.4941
1557.6,0.35042
1557.7,0.18163
1557.8,0.012852
1557.9,-0.14547
1558,-0.30432
1558.1,-0.46999
1558.2,-0.63121
1558.3,-0.79496
1558.4,-0.94019
1558.5,-1.0529
1558.6,-1.134
1558.7,-1.1897
1558.8,-1.2127
1558.9,-1.2256
1559,-1.2305
1559.1,-1.2259
1559.2,-1.2375
1559.3,-1.2535
1559.4,-1.263
1559.5,-1.2405
1559.6,-1.1741
1559.7,-1.0452
1559.8,-0.88548
1559.9,-0.72188
1560,-0.58321
1560.1,-0.45598
1560.2,-0.32453
1560.3,-0.18966
1560.4,-0.060441
1560.5,0.059329
1560.6,0.17181
1560.7,0.27861
1560.8,0.38306
1560.9,0.50075
1561,0.65188
1561.1,0.83246
1561.2,1.0093
1561.3,1.1828
1561.4,1.3437
1561.5,1.4788
1561.6,1.5744
1561.7,1.6267
1561.8,1.6223
1561.9,1.5744
1562,1.4984
1562.1,1.4116
1562.2,1.313
1562.3,1.2154
1562.4,1.1208
1562.5,1.0152
1562.6,0.89808
1562.7,0.73234
1562.8,0.53879
1562.9,0.36006
1563,0.19779
1563.1,0.039547
1563.2,-0.10973
1563.3,-0.2494
1563.4,-0.40533
1563.5,-0.55356
1563.6,-0.68056
1563.7,-0.79021
1563.8,-0.89374
1563.9,-0.97723
1564,-1.0397
1564.1,-1.0947
1564.2,-1.132
1564.3,-1.1698
1564.4,-1.182
1564.5,-1.2008
1564.6,-1.2339
1564.7,-1.2327
1564.8,-1.1754
1564.9,-1.0847
1565,-0.9756
1565.1,-0.86386
1565.2,-0.74176
1565.3,-0.62556
1565.4,-0.50867
1565.5,-0.38818
1565.6,-0.24479
1565.7,-0.078328
1565.8,0.097189
1565.9,0.27666
1566,0.43336
1566.1,0.54804
1566.2,0.62367
1566.3,0.65025
1566.4,0.65658
1566.5,0.67355
1566.6,0.69971
1566.7,0.71065
1566.8,0.72085
1566.9,0.72405
1567,0.70052
1567.1,0.66922
1567.2,0.62222
1567.3,0.56327
1567.4,0.52258
1567.5,0.50527
1567.6,0.48143
1567.7,0.45875
1567.8,0.40994
1567.9,0.3266
1568,0.24866
1568.1,0.18301
1568.2,0.11453
1568.3,0.059998
1568.4,0.017416
1568.5,0.0018814
1568.6,0.038958
1568.7,0.080084
1568.8,0.10345
1568.9,0.10337
1569,0.081299
1569.1,0.041437
1569.2,-0.019099
1569.3,-0.090794
1569.4,-0.1651
1569.5,-0.22983
1569.6,-0.27858
1569.7,-0.29574
1569.8,-0.29358
1569.9,-0.28634
1570,-0.28475
1570.1,-0.30216
1570.2,-0.33591
1570.3,-0.36249
1570.4,-0.37142
1570.5,-0.35714
1570.6,-0.34205
1570.7,-0.33868
1570.8,-0.34882
1570.9,-0.36684
1571,-0.40034
1571.1,-0.41413
1571.2,-0.39635
1571.3,-0.34763
1571.4,-0.28617
1571.5,-0.22908
1571.6,-0.18041
1571.7,-0.15165
1571.8,-0.1418
1571.9,-0.18751
1572,-0.26256
1572.1,-0.33746
1572.2,-0.39948
1572.3,-0.44409
1572.4,-0.4552
1572.5,-0.41474
1572.6,-0.34592
1572.7,-0.26674
1572.8,-0.17605
1572.9,-0.062602
1573,0.084993
1573.1,0.23857
1573.2,0.38421
1573.3,0.51321
1573.4,0.62232
1573.5,0.72731
1573.6,0.81124
1573.7,0.83917
1573.8,0.84555
1573.9,0.83822
1574,0.81537
1574.1,0.79013
1574.2,0.76549
1574.3,0.72863
1574.4,0.6569
1574.5,0.56892
1574.6,0.47797
1574.7,0.38988
1574.8,0.30369
1574.9,0.21865
1575,0.13778
1575.1,0.056524
1575.2,-0.025802
1575.3,-0.11726
1575.4,-0.23684
1575.5,-0.37078
1575.6,-0.50281
1575.7,-0.61532
1575.8,-0.72243
1575.9,-0.82577
1576,-0.89992
1576.1,-0.93711
1576.2,-0.92803
1576.3,-0.88078
1576.4,-0.82189
1576.5,-0.77044
1576.6,-0.6912
1576.7,-0.59367
1576.8,-0.49155
1576.9,-0.38779
1577,-0.26204
1577.1,-0.11833
1577.2,0.024263
1577.3,0.15565
1577.4,0.28562
1577.5,0.42738
1577.6,0.57621
1577.7,0.73819
1577.8,0.88575
1577.9,1.0039
1578,1.1001
1578.1,1.1801
1578.2,1.241
1578.3,1.2599
1578.4,1.2395
1578.5,1.193
1578.6,1.1419
1578.7,1.0971
1578.8,1.0469
1578.9,0.97952
1579,0.88046
1579.1,0.74973
1579.2,0.59731
1579.3,0.43911
1579.4,0.27317
1579.5,0.11479
1579.6,-0.0359
1579.7,-0.18759
1579.8,-0.33372
1579.9,-0.47857
1580,-0.62852
1580.1,-0.7574
1580.2,-0.88878
1580.3,-1.0421
1580.4,-1.1834
1580.5,-1.3165
1580.6,-1.4546
1580.7,-1.5795
1580.8,-1.6729
1580.9,-1.7313
1581,-1.7814
1581.1,-1.8096
1581.2,-1.8123
1581.3,-1.799
1581.4,-1.7615
1581.5,-1.6948
1581.6,-1.5807
1581.7,-1.4304
1581.8,-1.2657
1581.9,-1.0829
1582,-0.88108
1582.1,-0.66822
1582.2,-0.46301
1582.3,-0.25831
1582.4,-0.045552
1582.5,0.16192
1582.6,0.36057
1582.7,0.55086
1582.8,0.72484
1582.9,0.89159
1583,1.0439
1583.1,1.1934
1583.2,1.3134
1583.3,1.4026
1583.4,1.461
1583.5,1.4956
1583.6,1.5093
1583.7,1.5027
1583.8,1.4929
1583.9,1.4754
1584,1.456
1584.1,1.4438
1584.2,1.4279
1584.3,1.3959
1584.4,1.3635
1584.5,1.3323
1584.6,1.2809
1584.7,1.2022
1584.8,1.0965
1584.9,0.96555
1585,0.81807
1585.1,0.69003
1585.2,0.56499
1585.3,0.42959
1585.4,0.29158
1585.5,0.1569
1585.6,0.042484
1585.7,-0.049751
1585.8,-0.13406
1585.9,-0.21828
1586,-0.29066
1586.1,-0.36612
1586.2,-0.4345
1586.3,-0.4997
1586.4,-0.54669
1586.5,-0.57995
1586.6,-0.6148
1586.7,-0.64651
1586.8,-0.64404
1586.9,-0.61181
1587,-0.56816
1587.1,-0.49801
1587.2,-0.41465
1587.3,-0.33407
1587.4,-0.27095
1587.5,-0.23786
1587.6,-0.22717
1587.7,-0.21704
1587.8,-0.21663
1587.9,-0.25012
1588,-0.28861
1588.1,-0.36022
1588.2,-0.45897
1588.3,-0.58721
1588.4,-0.71431
1588.5,-0.81417
1588.6,-0.8832
1588.7,-0.93408
1588.8,-0.96949
1588.9,-0.99851
1589,-1.0309
1589.1,-1.0646
1589.2,-1.0998
1589.3,-1.1203
1589.4,-1.1277
1589.5,-1.1064
1589.6,-1.0776
1589.7,-1.0486
1589.8,-1.006
1589.9,-0.97694
1590,-0.94375
1590.1,-0.88944
1590.2,-0.80505
1590.3,-0.6884
1590.4,-0.556
1590.5,-0.41088
1590.6,-0.24984
1590.7,-0.076431
1590.8,0.10544
1590.9,0.27504
1591,0.42953
1591.1,0.59219
1591.2,0.76106
1591.3,0.90871
1591.4,1.0268
1591.5,1.1103
1591.6,1.1743
1591.7,1.253
1591.8,1.3426
1591.9,1.4569
1592,1.5823
1592.1,1.6848
1592.2,1.7424
1592.3,1.7638
1592.4,1.72
1592.5,1.6109
1592.6,1.4521
1592.7,1.2668
1592.8,1.0801
1592.9,0.90521
1593,0.75077
1593.1,0.6228
1593.2,0.51534
1593.3,0.41571
1593.4,0.32754
1593.5,0.26641
1593.6,0.23175
1593.7,0.21675
1593.8,0.21006
1593.9,0.18841
1594,0.17625
1594.1,0.16435
1594.2,0.16057
1594.3,0.18647
1594.4,0.22163
1594.5,0.25601
1594.6,0.27657
1594.7,0.27787
1594.8,0.24543
1594.9,0.18643
1595,0.06893
1595.1,-0.085271
1595.2,-0.22958
1595.3,-0.3395
1595.4,-0.41653
1595.5,-0.49041
1595.6,-0.55483
1595.7,-0.60021
1595.8,-0.65134
1595.9,-0.68976
1596,-0.72375
1596.1,-0.7589
1596.2,-0.79873
1596.3,-0.86435
1596.4,-0.95568
1596.5,-1.063
1596.6,-1.1924
1596.7,-1.3233
1596.8,-1.4446
1596.9,-1.5295
1597,-1.6108
1597.1,-1.6757
1597.2,-1.7189
1597.3,-1.7394
1597.4,-1.7284
1597.5,-1.6989
1597.6,-1.6562
1597.7,-1.5895
1597.8,-1.4895
1597.9,-1.3564
1598,-1.1996
1598.1,-1.01
1598.2,-0.78837
1598.3,-0.54428
1598.4,-0.29574
1598.5,-0.050342
1598.6,0.16937
1598.7,0.35144
1598.8,0.53466
1598.9,0.71479
1599,0.87038
1599.1,1.0094
1599.2,1.1579
1599.3,1.3022
1599.4,1.4283
1599.5,1.5245
1599.6,1.5919
1599.7,1.6379
1599.8,1.6817
1599.9,1.7214
1600,1.7357
1600.1,1.7152
1600.2,1.6898
1600.3,1.671
1600.4,1.6355
1600.5,1.6067
1600.6,1.5668
1600.7,1.5037
1600.8,1.4287
1600.9,1.3529
1601,1.2776
1601.1,1.1853
1601.2,1.0591
1601.3,0.90907
1601.4,0.73543
1601.5,0.54561
1601.6,0.35576
1601.7,0.17953
1601.8,0.004151
1601.9,-0.15477
1602,-0.29743
1602.1,-0.43567
1602.2,-0.56253
1602.3,-0.6819
1602.4,-0.79961
1602.5,-0.90928
1602.6,-1.0018
1602.7,-1.071
