t,eta
980.6,0.76375
980.7,0.68991
980.8,0.61606
980.9,0.56805
981,0.5172
981.1,0.44113
981.2,0.35418
981.3,0.24949
981.4,0.14749
981.5,0.062036
981.6,-0.034005
981.7,-0.15006
981.8,-0.2505
981.9,-0.32342
982,-0.39601
982.1,-0.46811
982.2,-0.53484
982.3,-0.58479
982.4,-0.63091
982.5,-0.68245
982.6,-0.71579
982.7,-0.75093
982.8,-0.7727
982.9,-0.76894
983,-0.76826
983.1,-0.7764
983.2,-0.78957
983.3,-0.79028
983.4,-0.79343
983.5,-0.79684
983.6,-0.78465
983.7,-0.77203
983.8,-0.74678
983.9,-0.70367
984,-0.6437
984.1,-0.54833
984.2,-0.41395
984.3,-0.27771
984.4,-0.13908
984.5,-0.016444
984.6,0.076589
984.7,0.15253
984.8,0.20999
984.9,0.26389
985,0.29856
985.1,0.32114
985.2,0.34416
985.3,0.35068
985.4,0.35453
985.5,0.37554
985.6,0.41481
985.7,0.48587
985.8,0.56388
985.9,0.64222
986,0.70929
986.1,0.75741
986.2,0.79913
986.3,0.84122
986.4,0.88643
986.5,0.89976
986.6,0.88694
986.7,0.84368
986.8,0.74273
986.9,0.60969
987,0.46111
987.1,0.29275
987.2,0.11795
987.3,-0.037755
987.4,-0.16346
987.5,-0.24577
987.6,-0.30735
987.7,-0.35335
987.8,-0.37865
987.9,-0.37201
988,-0.35248
988.1,-0.33918
988.2,-0.32716
988.3,-0.30078
988.4,-0.26691
988.5,-0.22803
988.6,-0.19077
988.7,-0.13855
988.8,-0.080221
988.9,-0.029395
989,0.020423
989.1,0.052382
989.2,0.066171
989.3,0.071696
989.4,0.06472
989.5,0.05324
989.6,0.040097
989.7,0.012018
989.8,-0.028216
989.9,-0.088911
990,-0.17471
990.1,-0.24025
990.2,-0.29092
990.3,-0.34143
990.4,-0.384
990.5,-0.40607
990.6,-0.42055
990.7,-0.43754
990.8,-0.46472
990.9,-0.49906
991,-0.5134
991.1,-0.50242
991.2,-0.47744
991.3,-0.44073
991.4,-0.40528
991.5,-0.38308
991.6,-0.36879
991.7,-0.36793
991.8,-0.35552
991.9,-0.3425
992,-0.34785
992.1,-0.35248
992.2,-0.32417
992.3,-0.27274
992.4,-0.22542
992.5,-0.17076
992.6,-0.08365
992.7,0.028949
992.8,0.1585
992.9,0.28288
993,0.39475
993.1,0.51903
993.2,0.61132
993.3,0.68995
993.4,0.756
993.5,0.7945
993.6,0.83032
993.7,0.86252
993.8,0.89538
993.9,0.92769
994,0.93751
994.1,0.93172
994.2,0.90418
994.3,0.88038
994.4,0.87552
994.5,0.87434
994.6,0.85697
994.7,0.81476
994.8,0.76047
994.9,0.70541
995,0.64794
995.1,0.55034
995.2,0.42261
995.3,0.28151
995.4,0.15137
995.5,0.053342
995.6,-0.025158
995.7,-0.10465
995.8,-0.1831
995.9,-0.24947
996,-0.31141
996.1,-0.39838
996.2,-0.49989
996.3,-0.60495
996.4,-0.69874
996.5,-0.78356
996.6,-0.89108
996.7,-1.0271
996.8,-1.1477
996.9,-1.228
997,-1.2855
997.1,-1.3134
997.2,-1.2993
997.3,-1.2619
997.4,-1.2096
997.5,-1.1645
997.6,-1.1244
997.7,-1.0753
997.8,-1.0037
997.9,-0.89909
998,-0.76611
998.1,-0.62618
998.2,-0.47453
998.3,-0.31223
998.4,-0.15662
998.5,-0.0053421
998.6,0.14478
998.7,0.26771
998.8,0.36467
998.9,0.43631
999,0.50233
999.1,0.56515
999.2,0.65431
999.3,0.74667
999.4,0.80953
999.5,0.85577
999.6,0.87728
999.7,0.85734
999.8,0.81847
999.9,0.76204
1000,0.70447
1000.1,0.6611
1000.2,0.61514
1000.3,0.55274
1000.4,0.49462
1000.5,0.4509
1000.6,0.40606
1000.7,0.35806
1000.8,0.30363
1000.9,0.25468
1001,0.20338
1001.1,0.17548
1001.2,0.17109
1001.3,0.17219
1001.4,0.17569
1001.5,0.21012
1001.6,0.28537
1001.7,0.3752
1001.8,0.45926
1001.9,0.53529
1002,0.58528
1002.1,0.59631
1002.2,0.58999
1002.3,0.56205
1002.4,0.50268
1002.5,0.42415
1002.6,0.33992
1002.7,0.2497
1002.8,0.12837
1002.9,-0.020232
1003,-0.17739
1003.1,-0.32468
1003.2,-0.45562
1003.3,-0.56713
1003.4,-0.6633
1003.5,-0.72155
1003.6,-0.77483
1003.7,-0.82933
1003.8,-0.878
1003.9,-0.92387
1004,-0.9718
1004.1,-1.0264
1004.2,-1.0562
1004.3,-1.056
1004.4,-1.0348
1004.5,-1.0071
1004.6,-0.98582
1004.7,-0.94421
1004.8,-0.88836
1004.9,-0.81667
1005,-0.73208
1005.1,-0.65471
1005.2,-0.5737
1005.3,-0.47528
1005.4,-0.34173
1005.5,-0.20211
1005.6,-0.070623
1005.7,0.081913
1005.8,0.24464
1005.9,0.40611
1006,0.57394
1006.1,0.72793
1006.2,0.86549
1006.3,0.99806
1006.4,1.1269
1006.5,1.2541
1006.6,1.3485
1006.7,1.4071
1006.8,1.4136
1006.9,1.3838
1007,1.3193
1007.1,1.2087
1007.2,1.0598
1007.3,0.88869
1007.4,0.71783
1007.5,0.57604
1007.6,0.45996
1007.7,0.35149
1007.8,0.26093
1007.9,0.19115
1008,0.14855
1008.1,0.092089
1008.2,0.0011462
1008.3,-0.11223
1008.4,-0.22959
1008.5,-0.36092
1008.6,-0.48296
1008.7,-0.58455
1008.8,-0.66763
1008.9,-0.73657
1009,-0.78601
1009.1,-0.81769
1009.2,-0.8348
1009.3,-0.85841
1009.4,-0.87444
1009.5,-0.88423
1009.6,-0.88876
1009.7,-0.87628
1009.8,-0.85628
1009.9,-0.81815
1010,-0.75832
1010.1,-0.69199
1010.2,-0.63771
1010.3,-0.59037
1010.4,-0.54825
1010.5,-0.50338
1010.6,-0.44859
1010.7,-0.40244
1010.8,-0.344
1010.9,-0.27713
1011,-0.20989
1011.1,-0.13913
1011.2,-0.05557
1011.3,0.042903
1011.4,0.14119
1011.5,0.22924
1011.6,0.31301
1011.7,0.39369
1011.8,0.47126
1011.9,0.53957
1012,0.59214
1012.1,0.6293
1012.2,0.66223
1012.3,0.68285
1012.4,0.69585
1012.5,0.70391
1012.6,0.70555
1012.7,0.67263
1012.8,0.62356
1012.9,0.58781
1013,0.55119
1013.1,0.526
1013.2,0.50093
1013.3,0.46998
1013.4,0.4202
1013.5,0.36757
1013.6,0.33134
1013.7,0.29945
1013.8,0.2769
1013.9,0.27406
1014,0.27843
1014.1,0.28814
1014.2,0.31882
1014.3,0.34897
1014.4,0.36062
1014.5,0.35673
1014.6,0.33646
1014.7,0.29792
1014.8,0.26245
1014.9,0.25024
1015,0.25747
1015.1,0.26208
1015.2,0.26331
1015.3,0.23971
1015.4,0.18474
1015.5,0.097242
1015.6,-5.20E-05
1015.7,-0.11126
1015.8,-0.22471
1015.9,-0.33111
1016,-0.4405
1016.1,-0.5586
1016.2,-0.67996
1016.3,-0.797
1016.4,-0.90872
1016.5,-1.001
1016.6,-1.0427
1016.7,-1.0538
1016.8,-1.0433
1016.9,-1.0033
1017,-0.94765
1017.1,-0.86879
1017.2,-0.80128
1017.3,-0.76116
1017.4,-0.74415
1017.5,-0.726
1017.6,-0.6743
1017.7,-0.58981
1017.8,-0.48711
1017.9,-0.38229
1018,-0.28064
1018.1,-0.19736
1018.2,-0.13077
1018.3,-0.081883
1018.4,-0.067581
1018.5,-0.066677
1018.6,-0.056207
1018.7,-0.035493
1018.8,-0.010664
1018.9,0.018041
1019,0.037341
1019.1,0.067309
1019.2,0.11933
1019.3,0.18719
1019.4,0.28523
1019.5,0.38079
1019.6,0.45362
1019.7,0.51522
1019.8,0.57051
1019.9,0.61698
1020,0.66224
1020.1,0.68898
1020.2,0.70355
1020.3,0.7184
1020.4,0.72474
1020.5,0.73207
1020.6,0.73661
1020.7,0.72284
1020.8,0.70343
1020.9,0.65473
1021,0.57255
1021.1,0.49836
1021.2,0.4421
1021.3,0.41006
1021.4,0.4012
1021.5,0.41016
1021.6,0.41345
1021.7,0.4024
1021.8,0.37871
1021.9,0.33352
1022,0.26984
1022.1,0.19867
1022.2,0.15484
1022.3,0.14143
1022.4,0.12658
1022.5,0.10064
1022.6,0.06699
1022.7,0.027499
1022.8,-0.032134
1022.9,-0.1069
1023,-0.19627
1023.1,-0.30535
1023.2,-0.42074
1023.3,-0.52162
1023.4,-0.61376
1023.5,-0.70407
1023.6,-0.77318
1023.7,-0.80277
1023.8,-0.7909
1023.9,-0.76286
1024,-0.71492
1024.1,-0.63314
1024.2,-0.51295
1024.3,-0.38485
1024.4,-0.25052
1024.5,-0.10744
1024.6,0.027575
1024.7,0.13745
1024.8,0.21306
1024.9,0.2527
1025,0.26691
1025.1,0.25231
1025.2,0.1916
1025.3,0.13059
1025.4,0.070937
1025.5,0.0085092
1025.6,-0.040784
1025.7,-0.075766
1025.8,-0.10192
1025.9,-0.13635
1026,-0.19407
1026.1,-0.24376
1026.2,-0.28112
1026.3,-0.31395
1026.4,-0.33173
1026.5,-0.33871
1026.6,-0.34545
1026.7,-0.34865
1026.8,-0.36195
1026.9,-0.37152
1027,-0.37129
1027.1,-0.35369
1027.2,-0.3291
1027.3,-0.29413
1027.4,-0.25184
1027.5,-0.20614
1027.6,-0.15149
1027.7,-0.066143
1027.8,0.024007
1027.9,0.10678
1028,0.18177
1028.1,0.24887
1028.2,0.29688
1028.3,0.33916
1028.4,0.36427
1028.5,0.3801
1028.6,0.38625
1028.7,0.38618
1028.8,0.36051
1028.9,0.31539
1029,0.26911
1029.1,0.23347
1029.2,0.20289
1029.3,0.20393
1029.4,0.20346
1029.5,0.18606
1029.6,0.16394
1029.7,0.14575
1029.8,0.15341
1029.9,0.16971
1030,0.17396
1030.1,0.17696
1030.2,0.18551
1030.3,0.206
1030.4,0.23204
1030.5,0.2562
1030.6,0.27149
1030.7,0.26241
1030.8,0.23141
1030.9,0.21652
1031,0.22104
1031.1,0.24083
1031.2,0.26789
1031.3,0.29496
1031.4,0.358
1031.5,0.43866
1031.6,0.54535
1031.7,0.67486
1031.8,0.80653
1031.9,0.89475
1032,0.90342
1032.1,0.84639
1032.2,0.74077
1032.3,0.60756
1032.4,0.44888
1032.5,0.25997
1032.6,0.041115
1032.7,-0.17514
1032.8,-0.36969
1032.9,-0.54328
1033,-0.67166
1033.1,-0.7843
1033.2,-0.88599
1033.3,-0.96387
1033.4,-1.0347
1033.5,-1.0997
1033.6,-1.1713
1033.7,-1.2338
1033.8,-1.297
1033.9,-1.3561
1034,-1.3997
1034.1,-1.4202
1034.2,-1.408
1034.3,-1.3756
1034.4,-1.339
1034.5,-1.2781
1034.6,-1.1959
1034.7,-1.0987
1034.8,-0.97651
1034.9,-0.83691
1035,-0.67928
1035.1,-0.5191
1035.2,-0.35997
1035.3,-0.18973
1035.4,-0.015734
1035.5,0.15846
1035.6,0.31704
1035.7,0.4622
1035.8,0.59769
1035.9,0.73884
1036,0.87238
1036.1,0.98326
1036.2,1.0778
1036.3,1.1704
1036.4,1.2553
1036.5,1.3137
1036.6,1.3534
1036.7,1.3793
1036.8,1.3899
1036.9,1.3863
1037,1.3655
1037.1,1.3349
1037.2,1.3077
1037.3,1.2648
1037.4,1.2099
1037.5,1.1685
1037.6,1.1331
1037.7,1.1148
1037.8,1.0955
1037.9,1.0488
1038,0.95946
1038.1,0.83412
1038.2,0.67019
1038.3,0.48163
1038.4,0.29726
1038.5,0.11442
1038.6,-0.056756
1038.7,-0.22219
1038.8,-0.38812
1038.9,-0.55871
1039,-0.70728
1039.1,-0.83974
1039.2,-0.96361
1039.3,-1.0655
1039.4,-1.1552
1039.5,-1.2337
1039.6,-1.2782
1039.7,-1.2836
1039.8,-1.2569
1039.9,-1.216
1040,-1.1504
1040.1,-1.0485
1040.2,-0.93745
1040.3,-0.83976
1040.4,-0.75332
1040.5,-0.67566
1040.6,-0.58823
1040.7,-0.50761
1040.8,-0.43727
1040.9,-0.37036
1041,-0.30038
1041.1,-0.24612
1041.2,-0.20664
1041.3,-0.19267
1041.4,-0.21991
1041.5,-0.2644
1041.6,-0.32891
1041.7,-0.40617
1041.8,-0.47855
1041.9,-0.53446
1042,-0.58601
1042.1,-0.6228
1042.2,-0.64049
1042.3,-0.64443
1042.4,-0.63573
1042.5,-0.59447
1042.6,-0.54052
1042.7,-0.45928
1042.8,-0.33255
1042.9,-0.16359
1043,0.0028873
1043.1,0.15379
1043.2,0.31419
1043.3,0.47018
1043.4,0.64049
1043.5,0.81862
1043.6,1.0144
1043.7,1.222
1043.8,1.4269
1043.9,1.6022
1044,1.7242
1044.1,1.7944
1044.2,1.8195
1044.3,1.7915
1044.4,1.7438
1044.5,1.6977
1044.6,1.6355
1044.7,1.5492
1044.8,1.4379
1044.9,1.2993
1045,1.1261
1045.1,0.96299
1045.2,0.80557
1045.3,0.65284
1045.4,0.50799
1045.5,0.36516
1045.6,0.20899
1045.7,0.027147
1045.8,-0.16504
1045.9,-0.35825
1046,-0.54531
1046.1,-0.70441
1046.2,-0.84864
1046.3,-0.97222
1046.4,-1.0724
1046.5,-1.1765
1046.6,-1.2521
1046.7,-1.2833
1046.8,-1.2643
1046.9,-1.1947
1047,-1.0935
1047.1,-0.98526
1047.2,-0.87144
1047.3,-0.76812
1047.4,-0.68928
1047.5,-0.64
1047.6,-0.62871
1047.7,-0.66169
1047.8,-0.70823
1047.9,-0.7616
1048,-0.82047
1048.1,-0.8704
1048.2,-0.91078
1048.3,-0.94204
1048.4,-0.9726
1048.5,-1.0066
1048.6,-1.0158
1048.7,-0.97899
1048.8,-0.9049
1048.9,-0.793
1049,-0.65427
1049.1,-0.4916
1049.2,-0.32804
1049.3,-0.1726
1049.4,-0.032132
1049.5,0.10837
1049.6,0.2388
1049.7,0.34876
1049.8,0.4615
1049.9,0.57818
1050,0.7006
1050.1,0.81771
1050.2,0.92963
1050.3,1.0373
1050.4,1.126
1050.5,1.1997
1050.6,1.2819
1050.7,1.3613
1050.8,1.4167
1050.9,1.449
1051,1.4705
1051.1,1.4588
1051.2,1.4268
1051.3,1.3795
1051.4,1.3035
1051.5,1.1922
1051.6,1.0539
1051.7,0.91
1051.8,0.75992
1051.9,0.59829
1052,0.44176
1052.1,0.2952
1052.2,0.16584
1052.3,0.051023
1052.4,-0.050271
1052.5,-0.14566
1052.6,-0.23983
1052.7,-0.33641
1052.8,-0.42178
1052.9,-0.4668
1053,-0.49164
1053.1,-0.51536
1053.2,-0.53156
1053.3,-0.54299
1053.4,-0.56355
1053.5,-0.56706
1053.6,-0.56304
1053.7,-0.58527
1053.8,-0.62295
1053.9,-0.66798
1054,-0.73327
1054.1,-0.7887
1054.2,-0.84574
1054.3,-0.90888
1054.4,-0.97231
1054.5,-1.0457
1054.6,-1.1101
1054.7,-1.1671
1054.8,-1.2053
1054.9,-1.2009
1055,-1.1578
1055.1,-1.0928
1055.2,-0.99127
1055.3,-0.84701
1055.4,-0.6819
1055.5,-0.50117
1055.6,-0.2956
1055.7,-0.089229
1055.8,0.090611
1055.9,0.25207
1056,0.3917
1056.1,0.49597
1056.2,0.56403
1056.3,0.61285
1056.4,0.65434
1056.5,0.68456
1056.6,0.71627
1056.7,0.73331
1056.8,0.73071
1056.9,0.70803
1057,0.66588
1057.1,0.621
1057.2,0.57733
1057.3,0.53982
1057.4,0.53891
1057.5,0.55999
1057.6,0.61639
1057.7,0.68773
1057.8,0.74076
1057.9,0.77355
1058,0.76686
1058.1,0.72908
1058.2,0.67157
1058.3,0.59971
1058.4,0.49655
1058.5,0.36712
1058.6,0.22954
1058.7,0.088616
1058.8,-0.031834
1058.9,-0.11256
1059,-0.1526
1059.1,-0.19085
1059.2,-0.2295
1059.3,-0.2589
1059.4,-0.28228
1059.5,-0.26968
1059.6,-0.23407
1059.7,-0.17536
1059.8,-0.10754
1059.9,-0.041631
1060,0.0077009
1060.1,0.047189
1060.2,0.082972
1060.3,0.10223
1060.4,0.10829
1060.5,0.086835
1060.6,0.045892
1060.7,-0.0093035
1060.8,-0.068305
1060.9,-0.11672
1061,-0.17453
1061.1,-0.23259
1061.2,-0.29101
1061.3,-0.3389
1061.4,-0.36748
1061.5,-0.39318
1061.6,-0.41671
1061.7,-0.41516
1061.8,-0.40366
1061.9,-0.39316
1062,-0.37874
1062.1,-0.36206
1062.2,-0.35558
1062.3,-0.36089
1062.4,-0.37958
1062.5,-0.43292
1062.6,-0.50754
1062.7,-0.57099
1062.8,-0.61324
1062.9,-0.63381
1063,-0.66431
1063.1,-0.68583
1063.2,-0.69637
1063.3,-0.69374
1063.4,-0.675
1063.5,-0.62542
1063.6,-0.51725
1063.7,-0.36647
1063.8,-0.19464
1063.9,-0.016179
1064,0.16517
1064.1,0.31913
1064.2,0.45869
1064.3,0.58775
1064.4,0.69383
1064.5,0.77113
1064.6,0.82775
1064.7,0.83955
1064.8,0.82034
1064.9,0.77417
1065,0.71277
1065.1,0.66084
1065.2,0.62403
1065.3,0.59485
1065.4,0.56413
1065.5,0.53698
1065.6,0.49858
1065.7,0.44192
1065.8,0.38816
1065.9,0.34866
1066,0.31639
1066.1,0.28747
1066.2,0.27708
1066.3,0.27896
1066.4,0.30795
1066.5,0.33871
1066.6,0.36719
1066.7,0.40442
1066.8,0.42151
1066.9,0.40312
1067,0.36425
1067.1,0.32301
1067.2,0.28647
1067.3,0.25144
1067.4,0.21149
1067.5,0.18828
1067.6,0.17674
1067.7,0.1546
1067.8,0.11795
1067.9,0.092644
1068,0.072915
1068.1,0.037709
1068.2,-0.011429
1068.3,-0.086612
1068.4,-0.1682
1068.5,-0.24859
1068.6,-0.33771
1068.7,-0.43764
1068.8,-0.52592
1068.9,-0.60366
1069,-0.67343
1069.1,-0.73475
1069.2,-0.78638
1069.3,-0.82443
1069.4,-0.86945
1069.5,-0.91678
1069.6,-0.95598
1069.7,-0.9848
1069.8,-1.0096
1069.9,-1.0416
1070,-1.0785
1070.1,-1.1047
1070.2,-1.1109
1070.3,-1.1182
1070.4,-1.1322
1070.5,-1.1049
1070.6,-1.0279
1070.7,-0.9257
1070.8,-0.81877
1070.9,-0.69939
1071,-0.55104
1071.1,-0.42367
1071.2,-0.29881
1071.3,-0.1784
1071.4,-0.086747
1071.5,-0.0036138
1071.6,0.083253
1071.7,0.16494
1071.8,0.24196
1071.9,0.34177
1072,0.46956
1072.1,0.60599
1072.2,0.76334
1072.3,0.93507
1072.4,1.0966
1072.5,1.2483
1072.6,1.3902
1072.7,1.5073
1072.8,1.6075
1072.9,1.6839
1073,1.7514
1073.1,1.8178
1073.2,1.8785
1073.3,1.9209
1073.4,1.928
1073.5,1.8914
1073.6,1.8298
1073.7,1.7553
1073.8,1.6683
1073.9,1.5329
1074,1.3647
1074.1,1.1749
1074.2,0.97894
1074.3,0.78302
1074.4,0.57333
1074.5,0.37558
1074.6,0.19406
1074.7,0.026907
1074.8,-0.1206
1074.9,-0.2707
1075,-0.42204
1075.1,-0.57331
1075.2,-0.72622
1075.3,-0.87574
1075.4,-1.0281
1075.5,-1.1867
1075.6,-1.3512
1075.7,-1.5065
1075.8,-1.6606
1075.9,-1.7976
1076,-1.92
1076.1,-2.0247
1076.2,-2.0964
1076.3,-2.1374
1076.4,-2.1537
1076.5,-2.1594
1076.6,-2.1412
1076.7,-2.0981
1076.8,-2.0259
1076.9,-1.9166
1077,-1.788
1077.1,-1.6427
1077.2,-1.4917
1077.3,-1.344
1077.4,-1.18
1077.5,-1.0055
1077.6,-0.80999
1077.7,-0.5936
1077.8,-0.37152
1077.9,-0.15065
1078,0.061309
1078.1,0.27397
1078.2,0.46049
1078.3,0.62156
1078.4,0.75495
1078.5,0.87956
1078.6,1.0025
1078.7,1.1248
1078.8,1.2348
1078.9,1.3184
1079,1.3933
1079.1,1.4867
1079.2,1.5905
1079.3,1.6591
1079.4,1.7042
1079.5,1.7351
1079.6,1.7516
1079.7,1.7662
1079.8,1.7748
1079.9,1.753
1080,1.692
1080.1,1.6059
1080.2,1.4917
1080.3,1.3709
1080.4,1.2791
1080.5,1.211
1080.6,1.1441
1080.7,1.0713
1080.8,0.97834
1080.9,0.87206
1081,0.75073
1081.1,0.59655
1081.2,0.4166
1081.3,0.21597
1081.4,0.016047
1081.5,-0.18569
1081.6,-0.40023
1081.7,-0.60906
1081.8,-0.77701
1081.9,-0.9055
1082,-0.98409
1082.1,-1.0419
1082.2,-1.1237
1082.3,-1.205
1082.4,-1.2633
1082.5,-1.3065
1082.6,-1.3305
1082.7,-1.3432
1082.8,-1.3341
1082.9,-1.298
1083,-1.2226
1083.1,-1.1304
1083.2,-1.022
1083.3,-0.90339
1083.4,-0.78755
1083.5,-0.63731
1083.6,-0.49258
1083.7,-0.3524
1083.8,-0.21867
1083.9,-0.10444
1084,-0.012934
1084.1,0.061955
1084.2,0.11851
1084.3,0.16415
1084.4,0.18812
1084.5,0.21481
1084.6,0.25839
1084.7,0.28986
1084.8,0.28609
1084.9,0.25897
1085,0.21833
1085.1,0.16184
1085.2,0.081171
1085.3,0.0069696
1085.4,-0.060822
1085.5,-0.12931
1085.6,-0.22229
1085.7,-0.32993
1085.8,-0.4472
1085.9,-0.55505
1086,-0.65595
1086.1,-0.72246
1086.2,-0.75504
1086.3,-0.75953
1086.4,-0.71841
1086.5,-0.63246
1086.6,-0.53058
1086.7,-0.40626
1086.8,-0.27775
1086.9,-0.15578
1087,-0.039147
1087.1,0.077751
1087.2,0.1946
1087.3,0.31866
1087.4,0.43479
1087.5,0.5481
1087.6,0.65911
1087.7,0.75048
1087.8,0.82153
1087.9,0.86978
1088,0.89375
1088.1,0.91423
1088.2,0.90559
1088.3,0.87768
1088.4,0.8436
1088.5,0.79969
1088.6,0.7582
1088.7,0.74556
1088.8,0.74647
1088.9,0.76381
1089,0.78243
1089.1,0.80396
1089.2,0.84086
1089.3,0.87355
1089.4,0.8793
1089.5,0.84226
1089.6,0.78225
1089.7,0.70989
1089.8,0.62925
1089.9,0.5758
1090,0.54233
1090.1,0.49554
1090.2,0.4036
1090.3,0.27806
1090.4,0.14172
1090.5,-0.0002533
1090.6,-0.12784
1090.7,-0.2437
1090.8,-0.3501
1090.9,-0.47005
1091,-0.61633
1091.1,-0.78766
1091.2,-0.95041
1091.3,-1.1059
1091.4,-1.2455
1091.5,-1.3637
1091.6,-1.4549
1091.7,-1.5205
1091.8,-1.5731
1091.9,-1.5752
1092,-1.5107
1092.1,-1.4142
1092.2,-1.3084
1092.3,-1.1906
1092.4,-1.0788
1092.5,-0.96557
1092.6,-0.84402
1092.7,-0.69042
1092.8,-0.51166
1092.9,-0.31307
1093,-0.10654
1093.1,0.096321
1093.2,0.30194
1093.3,0.49045
1093.4,0.6277
1093.5,0.71605
1093.6,0.7978
1093.7,0.87271
1093.8,0.90471
1093.9,0.917
1094,0.90915
1094.1,0.86438
1094.2,0.80155
1094.3,0.71518
1094.4,0.60986
1094.5,0.50522
1094.6,0.40062
1094.7,0.29121
1094.8,0.16518
1094.9,0.061227
1095,-0.009696
1095.1,-0.067592
1095.2,-0.122
1095.3,-0.17562
1095.4,-0.21871
1095.5,-0.23315
1095.6,-0.23151
1095.7,-0.22661
1095.8,-0.2257
1095.9,-0.2299
1096,-0.20766
1096.1,-0.16278
1096.2,-0.13214
1096.3,-0.10353
1096.4,-0.058837
1096.5,0.0093306
1096.6,0.088765
1096.7,0.17916
1096.8,0.29013
1096.9,0.39296
1097,0.47274
1097.1,0.57145
1097.2,0.66744
1097.3,0.71711
1097.4,0.74585
1097.5,0.74305
1097.6,0.70896
1097.7,0.66746
1097.8,0.61059
1097.9,0.52161
1098,0.40144
1098.1,0.29058
1098.2,0.21331
1098.3,0.16773
1098.4,0.1384
1098.5,0.094365
1098.6,0.026555
1098.7,-0.034844
1098.8,-0.10441
1098.9,-0.17879
1099,-0.23708
1099.1,-0.29937
1099.2,-0.37953
1099.3,-0.47074
1099.4,-0.56201
1099.5,-0.6428
1099.6,-0.70224
1099.7,-0.75372
1099.8,-0.80883
1099.9,-0.84426
1100,-0.85952
1100.1,-0.87054
1100.2,-0.86542
1100.3,-0.83812
1100.4,-0.80237
1100.5,-0.76588
1100.6,-0.70525
1100.7,-0.62463
1100.8,-0.53608
1100.9,-0.45865
1101,-0.3943
1101.1,-0.34137
1101.2,-0.31689
1101.3,-0.30701
1101.4,-0.28169
1101.5,-0.24723
1101.6,-0.18579
1101.7,-0.095944
1101.8,0.0078977
1101.9,0.14691
1102,0.30882
1102.1,0.45932
1102.2,0.57887
1102.3,0.64629
1102.4,0.6863
1102.5,0.71139
1102.6,0.73423
1102.7,0.74383
1102.8,0.75797
1102.9,0.77835
1103,0.78695
1103.1,0.79287
1103.2,0.79085
1103.3,0.77734
1103.4,0.76883
1103.5,0.76064
1103.6,0.74506
1103.7,0.71365
1103.8,0.67911
1103.9,0.67202
1104,0.69378
1104.1,0.71049
1104.2,0.71423
1104.3,0.70917
1104.4,0.69592
1104.5,0.65862
1104.6,0.60849
1104.7,0.53838
1104.8,0.43889
1104.9,0.31988
1105,0.18522
1105.1,0.032594
1105.2,-0.12308
1105.3,-0.2916
1105.4,-0.4584
1105.5,-0.60817
1105.6,-0.75026
1105.7,-0.86403
1105.8,-0.96605
1105.9,-1.0396
1106,-1.092
1106.1,-1.1391
1106.2,-1.1848
1106.3,-1.2173
1106.4,-1.2348
1106.5,-1.2411
1106.6,-1.2223
1106.7,-1.1776
1106.8,-1.1049
1106.9,-1.0086
1107,-0.8905
1107.1,-0.78098
1107.2,-0.66677
1107.3,-0.55819
1107.4,-0.51805
1107.5,-0.52283
1107.6,-0.53458
1107.7,-0.53068
1107.8,-0.4898
1107.9,-0.42918
1108,-0.34843
1108.1,-0.24855
1108.2,-0.13805
1108.3,-0.017037
1108.4,0.12377
1108.5,0.28077
1108.6,0.41682
1108.7,0.53649
1108.8,0.63842
1108.9,0.744
1109,0.8519
1109.1,0.93969
1109.2,1.0054
1109.3,1.0497
1109.4,1.0732
1109.5,1.0695
1109.6,1.0532
1109.7,1.0223
1109.8,0.9605
1109.9,0.88025
1110,0.79523
1110.1,0.70436
1110.2,0.60667
1110.3,0.51721
1110.4,0.4548
1110.5,0.40955
1110.6,0.37044
1110.7,0.31609
1110.8,0.26881
1110.9,0.23292
1111,0.21669
1111.1,0.19368
1111.2,0.16721
1111.3,0.15161
1111.4,0.13856
1111.5,0.13488
1111.6,0.12037
1111.7,0.088848
1111.8,0.045249
1111.9,0.010256
1112,-0.007259
1112.1,-0.0092233
1112.2,-0.0043666
1112.3,-0.00091595
1112.4,0.0076176
1112.5,0.0064416
1112.6,-0.023769
1112.7,-0.073622
1112.8,-0.14223
1112.9,-0.20735
1113,-0.27725
1113.1,-0.35517
1113.2,-0.41967
1113.3,-0.47815
1113.4,-0.52792
1113.5,-0.5662
1113.6,-0.60981
1113.7,-0.6591
1113.8,-0.69253
1113.9,-0.70633
1114,-0.70484
1114.1,-0.67695
1114.2,-0.6356
1114.3,-0.60756
1114.4,-0.59281
1114.5,-0.58234
1114.6,-0.55639
1114.7,-0.51353
1114.8,-0.45518
1114.9,-0.39461
1115,-0.33583
1115.1,-0.2772
1115.2,-0.22877
1115.3,-0.18376
1115.4,-0.14932
1115.5,-0.12428
1115.6,-0.10315
1115.7,-0.074517
1115.8,-0.034767
1115.9,0.010526
1116,0.053636
1116.1,0.079576
1116.2,0.10599
1116.3,0.12639
1116.4,0.1427
1116.5,0.18425
1116.6,0.25164
1116.7,0.30803
1116.8,0.33755
1116.9,0.34467
1117,0.35877
1117.1,0.38278
1117.2,0.41518
1117.3,0.4443
1117.4,0.46704
1117.5,0.49646
1117.6,0.51735
1117.7,0.52612
1117.8,0.51094
1117.9,0.49296
1118,0.48389
1118.1,0.46328
1118.2,0.427
1118.3,0.39729
1118.4,0.37539
1118.5,0.33818
1118.6,0.28791
